iter	TotalF1	MultiClass
897	0.787112088	0.6735881064
898	0.7870475108	0.6731274269
899	0.7871473131	0.6728259502
900	0.7872133434	0.6726677031
901	0.7874381475	0.6723986828
902	0.7876128823	0.672137761
903	0.7875521582	0.6719948575
904	0.7875636509	0.6716707464
905	0.787610485	0.6715321374
906	0.7876875194	0.6714262476
907	0.7876645643	0.671174744
908	0.7878385485	0.6709091667
909	0.7879522587	0.6708110788
910	0.7884835418	0.6703299032
911	0.7886340453	0.6699353391
912	0.7889189063	0.6695922013
913	0.7890017444	0.6694172088
914	0.7892352404	0.6690350896
915	0.7893704562	0.6688423636
916	0.7897674117	0.6683899899
917	0.7900000074	0.6680859373
918	0.7901442199	0.6677906794
919	0.7902693079	0.6674377781
920	0.7903513258	0.6670303029
921	0.7905313788	0.6666975746
922	0.7908385932	0.6663151298
923	0.7910081959	0.6659880275
924	0.7915015998	0.6654589821
925	0.7912638313	0.6653188462
926	0.791495551	0.6651867797
927	0.7919779679	0.6648413899
928	0.7917925956	0.6644476577
929	0.7920759949	0.6640312911
930	0.7921205941	0.6637575293
931	0.7919024524	0.6634343647
932	0.79223061	0.6631683482
933	0.792713971	0.6629110018
934	0.792625452	0.6624607951
935	0.7927764581	0.6621115639
936	0.7927339772	0.6618707582
937	0.7929997633	0.6614174287
938	0.7934743289	0.6609934432
939	0.7934790468	0.6605758512
940	0.79357791	0.6602309092
941	0.7938876161	0.6599918851
942	0.7940789947	0.6597218748
943	0.7941862538	0.6594318741
944	0.7943999285	0.6591834802
945	0.7946365972	0.6588915129
946	0.7948961281	0.6586392503
947	0.7950275808	0.6581809254
948	0.7950914119	0.6580398391
949	0.7952644229	0.6577885197
950	0.7954342195	0.6573829435
951	0.7956666654	0.6569393466
952	0.7957797989	0.6566941762
953	0.796055335	0.6565094604
954	0.7962235171	0.6560911675
955	0.7964043458	0.655784136
956	0.7965604703	0.6556080176
957	0.7966923727	0.6552819575
958	0.7969528361	0.6548637878
959	0.7967913007	0.654662515
960	0.796765533	0.6544429304
961	0.7967852412	0.6541126101
962	0.7969436249	0.6538220868
963	0.7971073611	0.6536446267
964	0.7972409698	0.653316414
965	0.7973726875	0.65300791
966	0.7974694249	0.6527757564
967	0.7976041676	0.6523181678
968	0.7975759857	0.6522800795
969	0.7976990094	0.6519439991
970	0.79776488	0.6517948188
971	0.7982643982	0.65142125
972	0.7982996677	0.6508932986
973	0.7984846947	0.6506571413
974	0.7985605433	0.6503990445
975	0.798646644	0.6500785301
976	0.7990324238	0.6498250592
977	0.7994036316	0.6495887555
978	0.7995259216	0.6492621628
979	0.7994795438	0.6491054725
980	0.7994943513	0.6490009363
981	0.7997009982	0.6487643955
982	0.7999763785	0.6484936087
983	0.8001835797	0.648133607
984	0.8001922518	0.6478006049
985	0.8003298243	0.647640439
986	0.8005805953	0.6474251383
987	0.8007546518	0.6472502608
988	0.8010108284	0.6468641195
989	0.8013033766	0.6463803226
990	0.8015688994	0.6461466284
991	0.8017633921	0.6458972604
992	0.8017810496	0.6455159024
993	0.8018624398	0.6450910729
994	0.8018671886	0.6447644499
995	0.8018788563	0.6445083626
996	0.802185504	0.6443008024
997	0.8023263083	0.6440128463
998	0.8025811846	0.6437822612
999	0.8027050245	0.6434516694
1000	0.8030206991	0.6431425321
1001	0.8029806716	0.6426763206
1002	0.8032143714	0.6425553332
1003	0.8033328387	0.6421009289
1004	0.803358637	0.6419154248
1005	0.803962786	0.6413363012
1006	0.8041307319	0.6410537133
1007	0.8044231937	0.6408550107
1008	0.8043919119	0.6406454368
1009	0.8046763871	0.6402799166
1010	0.8047046151	0.6399235669
1011	0.804723617	0.6394899737
1012	0.8050024548	0.6391383966
1013	0.8051360836	0.6388689933
1014	0.8052105998	0.6386197546
1015	0.8052797611	0.6383201254
1016	0.8055662969	0.637918208
1017	0.8056322842	0.6375875375
1018	0.8057352946	0.6373430386
1019	0.805839868	0.637093426
1020	0.8061116834	0.6366726699
1021	0.8061163389	0.6364669543
1022	0.806229085	0.6362870112
1023	0.8064610106	0.6357322357
1024	0.8063996036	0.6355917093
1025	0.8064765188	0.6352819495
1026	0.806837107	0.6349297288
1027	0.8072819318	0.6345320327
1028	0.8075138254	0.6341071842
1029	0.8076458379	0.633833267
1030	0.8079402625	0.6335092536
1031	0.8080451649	0.6331466923
1032	0.8080895529	0.6328345749
1033	0.808410019	0.6324036283
1034	0.80845352	0.6322473054
1035	0.8086767839	0.6319899953
1036	0.8088557236	0.6317117216
1037	0.808955273	0.6314727743
1038	0.8090788812	0.6312125214
1039	0.8091246484	0.6309327475
1040	0.8092016119	0.6308350157
1041	0.8091385151	0.6307070319
1042	0.8091725952	0.6302744895
1043	0.8092565487	0.629981184
1044	0.8094702312	0.6296018957
1045	0.8100189364	0.6290864396
1046	0.8099064649	0.6289205065
1047	0.8101750203	0.6285674591
1048	0.8105538761	0.6282675201
1049	0.8106572987	0.628099876
1050	0.8105862307	0.6276156543
1051	0.810800064	0.6272502342
1052	0.810900278	0.627041057
1053	0.8111071101	0.6268858168
1054	0.81137532	0.6267493487
1055	0.8112583142	0.6265214703
1056	0.8114816074	0.6261963606
1057	0.811754005	0.6259627301
1058	0.811999258	0.6254698201
1059	0.812209285	0.625139978
1060	0.8123643761	0.6248925353
1061	0.8123274954	0.62440176
1062	0.8125251442	0.624109215
1063	0.8126507055	0.6237974777
1064	0.8126603283	0.6234853435
1065	0.8129927765	0.62311936
1066	0.8131432656	0.6229112739
1067	0.8131664639	0.6225271629
1068	0.8132548927	0.6221361751
1069	0.8134375153	0.6216844838
1070	0.8137997692	0.6213801571
1071	0.8139004683	0.6211213565
1072	0.813934412	0.620980216
1073	0.8140442799	0.6207474484
1074	0.8140450312	0.6205218437
1075	0.8142329463	0.6203088826
1076	0.8142694431	0.6201110485
1077	0.8144165907	0.6197437393
1078	0.8145379984	0.6195617656
1079	0.8144619341	0.6193371615
1080	0.8146959195	0.6190725656
1081	0.8149503255	0.618751174
1082	0.8149293716	0.6186169939
1083	0.8147658502	0.6184740518
1084	0.8150697516	0.6180611441
1085	0.8151346121	0.6178040965
1086	0.8154527426	0.6173976074
1087	0.8154389279	0.6170324389
1088	0.8156296101	0.6166753047
1089	0.8156364264	0.6164539662
1090	0.815786055	0.6163009832
1091	0.8158736161	0.616040126
1092	0.8158467274	0.6156792075
1093	0.8160622566	0.6154639382
1094	0.8160196733	0.6152141971
1095	0.8161245786	0.6149510791
1096	0.8161762024	0.6147208489
1097	0.8163045055	0.6145505755
1098	0.8164363301	0.6142373874
1099	0.8164835139	0.6140322071
1100	0.8166379441	0.6138644471
1101	0.8170736836	0.613457452
1102	0.8171271147	0.6132211789
1103	0.8171983983	0.6128625972
1104	0.8173683124	0.61262805
1105	0.8175772215	0.6122909028
1106	0.817908011	0.6119495116
1107	0.8178363774	0.6117365749
1108	0.8178609862	0.6115271436
1109	0.8182266925	0.6112088437
1110	0.8186407386	0.6107923796
1111	0.8186825978	0.6105469601
1112	0.8187978468	0.6102930525
1113	0.818756361	0.6100570344
1114	0.8186819246	0.6096468093
1115	0.8188841604	0.6094662373
1116	0.8189775906	0.609226684
1117	0.8192003532	0.6089563723
1118	0.8192249582	0.6088494847
1119	0.8195731919	0.6085535711
1120	0.8194791215	0.6081747532
1121	0.8197408368	0.6079636736
1122	0.8201738056	0.6076288402
1123	0.8202312524	0.607336817
1124	0.8201890811	0.6071386921
1125	0.8203781772	0.6068354057
1126	0.8205149663	0.606565229
1127	0.8204550032	0.6064305627
1128	0.82049062	0.6060603148
1129	0.820564674	0.6056865076
1130	0.8207748573	0.6052242322
1131	0.8209340487	0.6050143675
1132	0.8211271219	0.604657529
1133	0.8213618634	0.6043572701
1134	0.8214038367	0.6041738031
1135	0.8216106177	0.6038975791
1136	0.821722269	0.6037362181
1137	0.8218631017	0.6033526673
1138	0.8220484259	0.6029273233
1139	0.8221319041	0.6026008131
1140	0.8221300697	0.6022940187
1141	0.8220003773	0.6019590826
1142	0.822299546	0.6015073561
1143	0.8225833654	0.601209859
1144	0.8228400978	0.6006152299
1145	0.8231675918	0.6003064338
1146	0.8232279976	0.600069947
1147	0.8234382398	0.5998649376
1148	0.8234577647	0.5995233428
1149	0.8240813362	0.5990794232
1150	0.8241784342	0.5988665589
1151	0.8242391168	0.5986376157
1152	0.8242179835	0.5985293593
1153	0.8243138511	0.5982043527
1154	0.8246183444	0.5977392173
1155	0.8246526683	0.5974281005
1156	0.8249106519	0.5971848047
1157	0.8252714213	0.5968453097
1158	0.8252445406	0.5966439969
1159	0.8253731486	0.5962966259
1160	0.825457992	0.5961596074
1161	0.8252542052	0.5959404971
1162	0.8252622285	0.5958037022
1163	0.8255351701	0.5956585667
1164	0.8256142023	0.5955080826
1165	0.8257108553	0.5953429917
1166	0.8258392229	0.5950419559
1167	0.826156642	0.5946494652
1168	0.8262189814	0.5944229189
1169	0.8263423061	0.5941630342
1170	0.8264765739	0.5939087877
1171	0.8265908097	0.593728131
1172	0.8267573789	0.5935068577
1173	0.8264995963	0.5932715612
1174	0.8265802101	0.5930432389
1175	0.8265511573	0.5928340693
1176	0.8268378892	0.5926301876
1177	0.8270370668	0.5924234416
1178	0.8272198526	0.5920216014
1179	0.8273626336	0.5918183431
1180	0.8273522302	0.5915981514
1181	0.8274740436	0.5912895792
1182	0.8277481346	0.5909575718
1183	0.8280258023	0.5907090616
1184	0.8280727909	0.5904228292
1185	0.8282435938	0.590014986
1186	0.8283900652	0.5898033393
1187	0.8285876453	0.589613163
1188	0.8284748309	0.5894075742
1189	0.8286305232	0.5893236163
1190	0.8285496459	0.5891395076
1191	0.8287546576	0.5888412654
1192	0.8288432203	0.5884943225
1193	0.8290515966	0.5882086126
1194	0.829258389	0.5878193495
1195	0.8291712828	0.5877067768
1196	0.8292122272	0.5874452424
1197	0.8294089511	0.5871895767
1198	0.8291925603	0.5870941045
1199	0.8295137482	0.5868591017
